Customer_ID,Gender,Age,L_O_S,Tariff,Handset
K110420,0,37,16.5,CAT 100,S50
K110430,1,42,30.733333,CAT 100,S50
K110440,1,52,26.6,CAT 100,S80
K110450,0,29,16.633333,CAT 100,ASAD170
K110470,0,38,14.4,CAT 100,S80
K110480,1,31,47.166667,CAT 100,S80
K110490,1,50,15.833333,CAT 100,S80
K110500,1,26,57.6,CAT 100,ASAD90
K110510,1,43,51.566667,CAT 100,S80
K110520,0,28,53.566667,CAT 100,ASAD170
K110530,1,52,54.7,CAT 100,S80
K110560,0,49,26.066667,CAT 100,S50
K110580,1,33,24.266667,CAT 100,S80
K110620,0,38,9.7,CAT 100,ASAD170
K110630,0,37,50.833333,CAT 100,S80
K110640,1,37,24.7,CAT 100,ASAD170
K110650,0,52,58.2,CAT 100,ASAD170
K110690,1,46,40.966667,CAT 100,S80
K110700,1,46,29.233333,CAT 100,S50
K110710,1,33,54.533333,CAT 100,ASAD170
K110720,0,27,27.933333,CAT 100,S50
K110730,0,47,54.9,CAT 100,ASAD90
K110740,1,38,41.133333,CAT 100,S50
K110750,1,34,51.033333,CAT 100,S80
K110770,1,36,49.266667,CAT 100,S50
K110780,1,28,38.133333,CAT 100,S80
K110790,0,28,41.8,CAT 200,S80
K110800,0,28,41.833333,CAT 200,S80
K110810,0,27,15.333333,CAT 200,S80
K110830,1,29,41.1,CAT 200,ASAD170
K110840,1,31,17.833333,CAT 200,ASAD170
K110850,1,43,43.4,CAT 200,S50
K110860,0,30,13.866667,CAT 200,ASAD170
K110880,1,28,52.533333,CAT 200,S80
K110890,1,35,36.166667,CAT 200,ASAD170
K110900,0,54,40.866667,CAT 200,S80
K110910,1,38,41.333333,CAT 200,S80
K110920,1,35,19.266667,CAT 200,S50
K110930,1,60,57.533333,CAT 200,S50
K110940,1,50,56.2,CAT 200,ASAD170
K110950,0,53,10,CAT 200,S50
K110960,1,30,49.266667,CAT 200,S50
K110970,1,29,28.366667,CAT 200,ASAD170
K110980,0,27,36.866667,CAT 200,S50
K110990,1,40,20.866667,CAT 200,S50
K111020,0,42,38.1,CAT 200,S50
K111030,1,30,34.066667,CAT 200,S50
K111040,1,46,48.433333,CAT 200,S80
K111050,0,73,16.766667,CAT 200,S50
K111060,1,28,20.2,CAT 200,ASAD170
K111080,1,34,43.766667,CAT 200,S50
K111100,0,46,42.8,CAT 200,ASAD170
K111110,0,29,54.866667,CAT 200,S80
K111130,1,33,30.1,CAT 200,ASAD90
K111150,0,34,22.8,CAT 200,ASAD170
K111160,0,32,15,CAT 200,S80
K111180,0,49,52.466667,CAT 200,S80
K111190,1,35,17.6,CAT 200,ASAD170
K111210,1,29,13.733333,CAT 200,S80
K111230,1,57,38.733333,CAT 200,S50
K111250,0,34,57.2,CAT 200,S80
K111260,0,65,26.666667,CAT 200,S50
K111270,1,45,15.433333,CAT 200,ASAD170
K111280,1,26,15.733333,CAT 200,ASAD90
K111290,0,28,39.233333,CAT 200,ASAD170
K111310,0,29,39.066667,CAT 200,S50
K111320,1,37,51.966667,CAT 200,S50
K111340,0,45,28.633333,CAT 200,S80
K111360,0,37,10.666667,CAT 200,S50
K111370,1,28,26.533333,CAT 200,S50
K111380,1,57,36.6,CAT 200,S80
K111390,1,44,27.133333,CAT 200,S80
K111400,1,38,35.4,CAT 200,ASAD170
K111410,1,31,21.1,CAT 200,S50
K111420,0,29,24.3,CAT 200,S50
K111430,1,46,42,CAT 200,S80
K111440,0,35,38.833333,CAT 200,S50
K111460,1,41,10.4,CAT 200,S80
K111470,1,41,57.533333,CAT 200,ASAD170
K111490,1,53,38.033333,CAT 200,S80
K111500,1,36,17.1,CAT 200,S50
K111510,1,27,45,CAT 200,ASAD90
K111520,0,29,15.033333,CAT 200,S50
K111530,0,30,36.733333,CAT 200,ASAD170
K111540,0,46,57.1,CAT 200,S50
K111560,0,32,50.1,CAT 200,ASAD90
K111570,1,42,54.3,CAT 200,ASAD170
K111580,1,26,11.566667,CAT 200,S50
K111610,1,28,30.2,CAT 200,S80
K111620,1,39,34.433333,CAT 200,S50
K111640,1,35,22.466667,CAT 200,S50
K111650,1,30,55.666667,CAT 200,S50
K111660,1,41,57.7,CAT 200,ASAD170
K111670,1,38,35.033333,CAT 200,S50
K111680,0,38,51.066667,CAT 200,S80
K111690,1,61,10.966667,CAT 200,ASAD170
K111710,0,32,53.4,CAT 200,S80
K111720,1,34,46.766667,CAT 200,S50
K111730,1,48,34.733333,CAT 200,S50
K111740,0,29,53.033333,CAT 200,ASAD170
K111750,1,46,54.866667,CAT 200,S50
K111760,0,51,35.533333,CAT 200,S50
K111770,1,27,23.333333,CAT 200,S50
K111800,1,44,52.033333,CAT 200,ASAD90
K111810,0,29,25.366667,CAT 200,S80
K111830,1,55,29.166667,CAT 200,ASAD170
K111840,1,60,45.133333,CAT 200,ASAD170
K111860,0,37,16.166667,CAT 200,S80
K111870,1,42,26.266667,CAT 200,S50
K111880,0,52,20.3,CAT 200,S50
K111890,0,46,45.5,CAT 200,S50
K111900,1,48,35.233333,CAT 200,S50
K111920,1,32,36.066667,CAT 200,S50
K111930,0,32,30.433333,CAT 200,ASAD170
K111940,1,38,38.766667,CAT 200,S80
K111960,0,42,40.766667,CAT 200,S80
K111970,0,57,55.433333,CAT 200,ASAD170
K111980,1,30,26.7,CAT 200,S50
K112000,0,44,32.366667,CAT 200,S80
K112010,1,44,21.6,CAT 200,S50
K112020,1,50,52.6,CAT 200,S80
K112030,0,28,33.2,CAT 200,S80
K112050,1,55,39.8,CAT 200,S50
K112060,1,44,32.166667,CAT 200,ASAD170
K112070,0,32,48.366667,CAT 200,ASAD90
K112080,0,28,29.966667,CAT 200,S50
K112090,0,26,39.266667,CAT 200,ASAD170
K112100,1,27,14.2,CAT 200,S80
K112110,0,39,47.233333,CAT 200,ASAD170
K112130,0,28,22.966667,CAT 200,ASAD170
K112150,1,32,28.5,CAT 200,S50
K112160,0,33,27.366667,CAT 200,ASAD170
K112170,1,41,48.433333,CAT 200,ASAD170
K112200,0,32,45.3,CAT 200,S50
K112210,0,45,41.666667,CAT 200,ASAD170
K112220,0,66,36.266667,CAT 200,S80
K112230,0,46,32.433333,CAT 200,ASAD170
K112240,0,28,29.066667,CAT 200,ASAD170
K112250,1,34,23.2,CAT 200,ASAD170
K112270,1,43,35.533333,CAT 200,S50
K112290,0,34,43.2,CAT 200,S80
K112300,1,45,40.1,CAT 200,S80
K112310,0,49,51.433333,CAT 200,S80
K112320,0,32,52.8,CAT 200,S80
K112330,0,34,55.7,CAT 200,ASAD170
K112340,0,35,17.233333,CAT 200,ASAD170
K112350,0,26,21.233333,CAT 200,S80
K112360,1,33,37.066667,CAT 200,ASAD170
K112370,0,41,54.966667,CAT 200,S50
K112380,0,27,27.933333,CAT 200,ASAD170
K112390,1,46,48.3,CAT 200,ASAD170
K112400,1,39,38.666667,CAT 200,S50
K112410,1,29,34.5,CAT 200,S80
K112430,0,40,28.566667,CAT 200,S50
K112440,0,54,45.2,CAT 200,S80
K112450,0,53,16.5,CAT 200,S80
K112460,0,48,27.466667,CAT 200,ASAD170
K112470,0,31,14.833333,CAT 200,ASAD170
K112490,0,65,40.9,CAT 200,ASAD170
K112500,0,33,56.666667,CAT 200,S80
K112510,1,32,36.133333,CAT 200,S80
K112520,0,44,15.166667,CAT 200,S50
K112530,0,46,20.8,CAT 200,S80
K112540,0,32,10.533333,CAT 200,S50
K112550,1,29,28.7,CAT 200,S80
K112570,0,42,43.966667,CAT 200,S50
K112590,1,30,30.133333,CAT 200,S80
K112600,1,32,49.7,CAT 200,S50
K112610,1,60,16.533333,CAT 200,S50
K112620,0,28,30.733333,CAT 200,S50
K112640,1,30,56,CAT 200,S80
K112650,0,45,50.033333,CAT 200,S50
K112660,0,55,40.8,CAT 200,ASAD170
K112670,1,41,51.866667,CAT 200,S80
K112680,0,40,12.7,CAT 200,S50
K112700,0,36,29.566667,CAT 200,S80
K112710,1,27,26.633333,CAT 200,S80
K112730,1,37,26.766667,CAT 200,ASAD90
K112740,1,35,36.5,CAT 200,ASAD90
K112750,1,27,30.233333,CAT 200,S50
K112760,1,48,20.033333,CAT 200,S50
K112770,0,30,36.3,CAT 200,ASAD170
K112780,0,26,32.466667,CAT 200,ASAD170
K112790,1,42,40.766667,CAT 200,ASAD170
K112810,1,37,46.866667,CAT 200,S80
K112820,1,29,16.633333,CAT 200,S80
K112830,1,27,13.766667,CAT 200,S80
K112840,1,52,9.533333,CAT 200,ASAD90
K112850,0,31,56.166667,CAT 200,S50
K112870,1,36,47.433333,CAT 200,S80
K112880,0,29,24.333333,CAT 200,S80
K112890,1,35,20.2,CAT 200,S50
K112900,0,26,33.866667,CAT 200,S80
K112910,0,39,11.533333,CAT 200,ASAD170
K112930,1,42,36.233333,CAT 200,S50
K112940,0,32,33.966667,CAT 200,S80
K112960,1,40,44.1,CAT 200,ASAD170
K112980,0,46,27.133333,CAT 200,S80
K112990,0,38,47.833333,CAT 200,ASAD170
K113000,1,66,15.1,CAT 200,S50
K113010,1,48,35.266667,CAT 200,S50
K113020,1,29,28.166667,CAT 200,S50
K113030,1,28,46.5,CAT 200,ASAD170
K113040,1,57,55.166667,CAT 200,S80
K113050,0,38,29.033333,CAT 200,ASAD170
K113060,1,32,20.333333,CAT 200,ASAD170
K113070,1,32,10.266667,CAT 200,S80
K113080,1,42,56.266667,CAT 200,S80
K113090,1,53,21.933333,CAT 200,S80
K113100,0,35,21.833333,CAT 200,S50
K113110,0,38,31.733333,CAT 200,ASAD90
K113120,1,41,20.833333,CAT 200,ASAD90
K113130,0,33,40.1,CAT 200,S80
K113140,0,38,19.666667,CAT 200,ASAD170
K113150,1,29,50.966667,CAT 200,S80
K113170,1,35,40.933333,CAT 200,ASAD170
K113180,1,32,20.6,CAT 200,S50
K113200,0,35,39.1,CAT 200,S50
K113210,0,30,52.933333,CAT 200,S80
K113220,1,66,46.166667,CAT 200,ASAD170
K113230,1,37,22.633333,CAT 200,S50
K113240,1,31,52.4,CAT 200,S50
K113260,1,53,23.9,CAT 200,ASAD170
K113270,0,30,33.433333,CAT 200,S80
K113280,1,34,27,CAT 200,S80
K113290,0,52,16.433333,CAT 200,S80
K113300,1,33,40.266667,CAT 200,ASAD170
K113310,0,35,11.433333,CAT 200,S50
K113320,0,42,19.2,CAT 200,ASAD170
K113330,0,33,36,CAT 200,S50
K113340,1,39,30.966667,CAT 200,ASAD170
K113350,0,61,46.433333,CAT 200,S50
K113360,0,38,46.5,CAT 200,S80
K113370,1,45,17.033333,CAT 200,S80
K113380,1,35,10.233333,CAT 200,ASAD170
K113390,0,40,12.533333,CAT 200,S80
K113400,0,49,24.566667,CAT 200,S50
K113410,0,26,57.7,CAT 200,S80
K113440,1,41,49.566667,CAT 200,S50
K113450,1,28,45.766667,CAT 200,S80
K113470,0,44,54.533333,CAT 200,ASAD90
K113490,0,38,49.666667,CAT 200,S50
K113500,0,33,18.666667,CAT 200,ASAD170
K113510,1,60,51.366667,CAT 200,S80
K113520,0,28,52.133333,CAT 200,S50
K113530,1,27,38.366667,CAT 200,ASAD170
K113540,0,37,33.366667,CAT 200,S80
K113550,0,42,29.933333,CAT 200,S80
K113560,1,41,29.233333,CAT 200,S50
K113580,1,44,22.4,CAT 200,S50
K113590,0,36,23.466667,CAT 200,ASAD170
K113600,1,29,46.833333,CAT 200,ASAD170
K113610,0,68,14.933333,CAT 200,ASAD170
K113630,0,30,38.1,CAT 200,S80
K113640,0,46,56.133333,CAT 200,S80
K113650,0,58,58.166667,CAT 200,S80
K113660,1,39,57.6,CAT 200,S50
K113680,1,35,13.033333,CAT 200,S80
K113690,1,37,17.866667,CAT 200,S80
K113700,1,26,54.533333,CAT 200,S50
K113710,0,37,26.233333,CAT 200,S80
K113720,1,41,21.133333,CAT 200,ASAD170
K113740,0,46,35.366667,CAT 200,ASAD90
K113750,1,34,56.6,CAT 200,S50
K113770,0,38,46.433333,CAT 200,ASAD170
K113780,0,32,44.166667,CAT 200,ASAD170
K113790,1,45,26.533333,CAT 200,S50
K113800,0,37,23.933333,CAT 200,S80
K113810,1,30,19.7,CAT 200,S50
K113830,1,59,13.866667,CAT 200,S50
K113850,1,61,42.166667,CAT 200,S80
K113860,0,38,47.166667,CAT 200,S80
K113870,0,37,29,CAT 200,S50
K113890,0,30,10.166667,CAT 200,ASAD170
K113900,1,33,23.2,CAT 200,S50
K113910,0,40,45.233333,CAT 200,ASAD170
K113920,1,55,27.7,CAT 200,S50
K113930,1,33,37.3,CAT 200,S80
K113940,0,31,54.333333,CAT 200,S50
K113960,0,29,28.766667,CAT 200,ASAD170
K113970,0,50,49.666667,CAT 200,S50
K113980,0,40,42.533333,CAT 200,S80
K113990,1,48,28.966667,CAT 200,ASAD170
K114000,1,41,44.5,CAT 200,S50
K114010,1,60,18.9,CAT 200,ASAD170
K114020,0,31,41.633333,CAT 200,S80
K114030,1,41,18.466667,CAT 200,S80
K114050,0,45,42.833333,CAT 200,ASAD90
K114060,1,40,47.5,CAT 200,S80
K114070,0,29,46.633333,CAT 200,S80
K114080,1,32,52.8,CAT 200,ASAD170
K114090,0,40,50.1,CAT 200,S50
K114100,0,28,51.633333,CAT 200,S80
K114110,1,37,43.333333,CAT 200,S50
K114120,0,36,36.233333,CAT 200,S50
K114130,0,27,47.733333,CAT 200,S50
K114140,1,59,32.7,CAT 200,S50
K114150,0,34,29.3,CAT 200,S80
K114180,0,47,35.466667,CAT 200,S50
K114200,0,34,32.833333,CAT 200,S80
K114220,0,37,37.933333,CAT 200,S80
K114230,0,49,18.233333,CAT 200,S80
K114240,1,29,28.333333,CAT 200,S80
K114250,0,34,26.433333,CAT 200,S50
K114260,0,43,12.733333,CAT 200,S80
K114270,0,28,23.5,CAT 200,S80
K114280,1,46,57.1,CAT 200,S50
K114290,1,26,52.1,CAT 200,S50
K114300,1,32,10.433333,CAT 200,S80
K114310,0,35,43.5,CAT 200,S50
K114320,0,33,14.833333,CAT 200,ASAD170
K114350,0,33,46.9,CAT 200,ASAD170
K114360,0,43,38.233333,CAT 200,S50
K114380,0,38,53.533333,CAT 200,ASAD170
K114390,1,29,54.066667,CAT 200,S80
K114400,1,68,38.933333,CAT 200,S50
K114420,0,33,20.366667,CAT 200,S80
K114430,0,31,54.766667,CAT 200,ASAD170
K114450,1,36,10.5,CAT 200,ASAD170
K114460,0,28,57.133333,CAT 200,ASAD170
K114470,0,50,42.166667,CAT 200,S50
K114480,1,39,21.233333,CAT 200,ASAD170
K114500,1,31,14.866667,CAT 200,ASAD90
K114510,1,37,50.933333,CAT 200,S80
K114520,0,26,47.3,CAT 200,S50
K114530,0,57,30.7,CAT 200,ASAD170
K114550,1,48,43.5,CAT 200,S50
K114560,1,40,56.766667,CAT 200,S80
K114570,1,39,53.033333,CAT 200,S80
K114590,1,26,31.466667,CAT 200,ASAD170
K114600,1,30,42.9,CAT 200,S50
K114610,1,32,46.6,CAT 200,ASAD170
K114620,1,49,51.833333,CAT 200,S80
K114630,0,27,11.833333,CAT 200,ASAD170
K114640,0,30,12.2,CAT 200,S80
K114650,1,33,20.433333,CAT 200,S80
K114670,1,32,9.733333,CAT 200,S50
K114700,0,39,33.033333,CAT 200,S80
K114710,1,58,29.833333,CAT 200,S50
K114720,0,30,33.666667,CAT 200,S50
K114730,1,31,49.033333,CAT 200,ASAD170
K114740,1,38,53.266667,CAT 200,ASAD170
K114770,0,32,26.2,CAT 200,S80
K114780,1,37,50.566667,CAT 200,S80
K114810,0,49,16.233333,CAT 200,ASAD170
K114820,1,50,45.566667,CAT 200,S80
K114830,1,42,21.8,CAT 200,S80
K114840,0,29,17.266667,CAT 200,S80
K114850,1,31,12.3,CAT 200,S80
K114860,0,31,51.666667,CAT 200,S80
K114870,0,29,24.433333,CAT 200,ASAD170
K114890,0,26,20.9,CAT 200,S50
K114900,0,56,19.533333,CAT 200,S80
K114910,1,30,54.566667,CAT 200,S80
K114930,1,60,20.1,CAT 200,S50
K114960,1,53,37.433333,CAT 200,ASAD170
K114980,0,49,9.8,CAT 200,S50
K115000,0,27,35.1,CAT 200,S80
K115010,0,37,26.433333,CAT 200,ASAD170
K115020,0,27,11.5,CAT 200,S50
K115040,1,45,45.266667,CAT 200,S50
K115050,0,47,29.6,CAT 200,S80
K115080,1,35,30.4,CAT 200,S50
K115090,0,33,33.2,CAT 200,S80
K115100,0,26,53.8,CAT 200,S50
K115120,0,31,13.266667,CAT 200,S50
K115130,0,44,45.933333,CAT 200,ASAD170
K115140,0,32,46.2,CAT 200,S80
K115150,1,26,11.866667,CAT 200,ASAD170
K115160,0,26,32.233333,CAT 200,ASAD170
K115170,0,29,13,CAT 200,ASAD170
K115180,1,56,41.133333,CAT 200,S80
K115190,1,44,55.833333,CAT 200,ASAD90
K115200,1,35,20.333333,CAT 200,S50
K115210,0,63,24.666667,CAT 200,ASAD170
K115220,1,37,40.366667,CAT 200,S80
K115230,0,49,26.633333,CAT 200,S80
K115240,1,27,46.6,CAT 200,S50
K115250,1,36,43.766667,CAT 200,S50
K115260,1,29,40.133333,CAT 200,ASAD170
K115290,0,28,43.566667,CAT 200,ASAD170
K115310,1,42,14.333333,CAT 200,S80
K115320,1,35,34.566667,CAT 200,ASAD170
K115340,1,30,32.466667,CAT 200,ASAD170
K115360,0,26,55.066667,CAT 200,S50
K115380,1,57,28.833333,CAT 200,S80
K115390,1,35,14.466667,CAT 200,S50
K115400,0,33,41.433333,CAT 200,ASAD170
K115410,0,33,55.633333,CAT 200,S80
K115420,0,56,19.633333,CAT 200,S80
K115430,0,27,50.8,CAT 200,S80
K115450,1,29,50.866667,CAT 200,ASAD170
K115460,0,34,29.7,CAT 200,ASAD170
K115470,1,58,38.133333,CAT 200,ASAD170
K115490,0,39,14.766667,CAT 200,ASAD170
K115510,0,30,13.5,CAT 200,ASAD170
K115520,0,47,28.533333,CAT 200,ASAD170
K115530,1,31,29.766667,CAT 200,S80
K115560,0,26,50.9,CAT 200,S80
K115570,1,41,9.633333,CAT 200,S50
K115580,0,47,31,CAT 200,ASAD170
K115600,0,30,31.366667,CAT 200,ASAD170
K115610,1,26,14.6,CAT 200,S50
K115630,0,32,33.733333,CAT 200,S50
K115650,1,30,47.566667,CAT 200,S50
K115660,0,35,21.266667,CAT 200,ASAD170
K115680,0,54,48.833333,CAT 200,ASAD170
K115690,0,41,27.4,CAT 200,S50
K115710,0,37,17.8,CAT 200,S50
K115730,1,48,45.4,CAT 200,ASAD170
K115740,1,29,56.133333,CAT 200,S80
K115750,1,34,47.666667,CAT 200,ASAD170
K115760,1,27,20.133333,CAT 200,ASAD170
K115770,1,44,46.566667,CAT 200,ASAD170
K115790,0,50,35.6,CAT 200,ASAD170
K115800,1,33,45.433333,CAT 200,S80
K115810,0,33,37.733333,CAT 200,S80
K115840,0,44,44,CAT 200,S50
K115850,0,38,54.866667,CAT 200,S80
K115860,0,28,48.166667,CAT 200,S50
K115870,0,31,54.466667,CAT 200,S50
K115880,0,29,50.366667,CAT 200,S50
K115890,1,27,15.966667,CAT 200,ASAD170
K115900,0,28,20.633333,CAT 200,ASAD170
K115910,0,28,18.066667,CAT 200,S50
K115920,0,49,43,CAT 200,S80
K115930,0,39,17.633333,CAT 200,ASAD170
K115940,0,33,38.866667,CAT 200,S80
K115970,1,26,15.566667,CAT 200,ASAD170
K115990,0,39,26.6,CAT 200,ASAD170
K116000,1,33,53.266667,CAT 200,ASAD170
K116010,1,28,34.566667,CAT 200,S50
K116020,1,27,12.766667,CAT 200,ASAD90
K116030,0,45,40.566667,CAT 200,S80
K116040,0,31,55.366667,CAT 200,S80
K116050,0,36,36.833333,CAT 200,S80
K116060,1,39,56.166667,CAT 200,S50
K116070,0,49,26.166667,CAT 200,ASAD170
K116080,1,27,27.966667,CAT 200,S50
K116100,1,32,18.966667,CAT 200,ASAD170
K116110,1,35,41.233333,CAT 200,ASAD170
K116120,0,59,37.8,CAT 200,ASAD170
K116130,0,28,38.066667,CAT 200,ASAD170
K116140,0,33,26.066667,CAT 200,S50
K116150,0,42,10.233333,CAT 200,S50
K116160,1,49,34.433333,CAT 200,S80
K116170,0,32,30.1,CAT 200,S80
K116190,0,26,23.4,CAT 200,ASAD90
K116200,0,42,25.6,CAT 200,S50
K116210,0,38,31.766667,CAT 200,ASAD170
K116220,1,38,32.6,CAT 200,S50
K116230,0,36,45.2,CAT 200,ASAD90
K116240,0,33,35.9,CAT 200,ASAD170
K116250,1,40,13.133333,CAT 200,S80
K116260,1,26,25.566667,CAT 200,ASAD170
K116270,1,31,32.6,CAT 200,ASAD170
K116290,1,31,14.333333,CAT 200,S50
K116300,0,27,36.633333,CAT 200,S80
K116310,1,29,12,CAT 200,S50
K116320,1,48,14.766667,CAT 200,S50
K116330,0,59,26.9,CAT 200,ASAD170
K116340,0,62,39.266667,CAT 200,ASAD90
K116350,1,31,34.433333,CAT 200,S80
K116370,0,50,49.033333,CAT 200,ASAD170
K116390,0,27,39.4,CAT 200,S80
K116400,0,77,23.666667,CAT 200,S50
K116410,1,30,28.166667,CAT 200,ASAD170
K116430,1,55,38.9,CAT 200,S80
K116440,0,34,46.766667,CAT 200,S80
K116450,1,31,46.466667,CAT 200,S50
K116460,0,45,34.733333,CAT 200,S50
K116480,0,52,31.033333,CAT 200,S50
K116490,0,43,25.2,CAT 200,S80
K116500,0,33,45.966667,CAT 200,S80
K116520,1,63,55.5,CAT 200,ASAD90
K116540,1,26,28.966667,CAT 200,ASAD170
K116550,0,30,36.8,CAT 200,S50
K116560,0,36,44.333333,CAT 200,ASAD170
K116570,1,54,24.133333,CAT 200,S50
K116580,0,44,14.033333,CAT 200,ASAD170
K116590,1,31,10.8,CAT 200,S80
K116600,0,37,52.866667,CAT 200,S50
K116610,1,28,29.366667,CAT 200,S80
K116620,1,28,46.2,CAT 200,ASAD170
K116640,0,40,43.8,CAT 200,S50
K116650,1,30,54.433333,CAT 200,ASAD170
K116660,0,49,19.533333,CAT 200,ASAD170
K116680,1,40,34.5,CAT 200,S80
K116690,1,42,43.5,CAT 200,S50
K116700,0,45,44.633333,CAT 200,ASAD170
K116710,1,29,49.466667,CAT 200,ASAD90
K116720,0,46,30.1,CAT 200,ASAD170
K116730,0,26,20.2,CAT 200,ASAD170
K116740,1,28,18.866667,CAT 200,S50
K116770,0,41,21.2,CAT 200,S50
K116790,1,27,16.866667,CAT 200,S80
K116800,0,45,28.933333,CAT 200,ASAD170
K116810,0,48,46.266667,CAT 200,S50
K116830,0,31,54.366667,CAT 200,ASAD170
K116840,1,26,46.966667,CAT 200,S80
K116850,0,31,38.666667,CAT 200,ASAD170
K116870,0,28,20.633333,CAT 200,ASAD170
K116880,1,39,31.666667,CAT 200,S80
K116890,0,32,23.1,CAT 200,ASAD170
K116900,1,31,28.133333,CAT 200,S50
K116910,1,31,39.966667,CAT 200,S50
K116920,0,48,14.266667,CAT 200,S50
K116940,1,33,33.566667,CAT 200,S50
K116950,1,32,33.966667,CAT 200,S80
K116960,0,36,49.833333,CAT 200,S50
K116970,1,29,37.633333,CAT 200,S50
K116980,0,43,32.7,CAT 200,S50
K117000,1,44,45.433333,CAT 200,S80
K117010,0,55,22.633333,CAT 200,ASAD170
K117020,1,51,42.8,CAT 200,S80
K117030,1,40,51.8,CAT 200,S80
K117040,1,34,51,CAT 200,S80
K117060,1,34,31.9,CAT 200,S50
K117070,0,34,34.566667,CAT 200,S50
K117080,1,30,12.133333,CAT 200,S80
K117090,0,48,30,CAT 200,ASAD170
K117100,1,40,47.566667,CAT 200,S80
K117110,0,28,49.466667,CAT 200,S80
K117120,0,31,56.1,CAT 200,S50
K117150,0,44,20.966667,CAT 200,ASAD170
K117160,0,55,57.7,CAT 200,ASAD90
K117170,1,37,17.933333,CAT 200,S50
K117180,1,27,29.533333,CAT 200,ASAD170
K117190,1,32,18.566667,CAT 200,ASAD170
K117210,1,44,12.5,CAT 200,S50
K117230,1,38,23.733333,CAT 200,S80
K117260,1,28,24.066667,CAT 200,S80
K117270,0,50,16.966667,CAT 200,S80
K117290,1,29,39.566667,CAT 200,S80
K117300,1,27,21.266667,CAT 200,S50
K117310,1,33,26.633333,CAT 200,S80
K117320,1,34,38.5,CAT 200,S80
K117330,1,36,57.633333,CAT 200,S50
K117340,0,31,44,CAT 200,ASAD90
K117360,1,32,29.933333,CAT 200,ASAD170
K117370,1,39,51.066667,CAT 200,ASAD170
K117380,1,32,44.433333,CAT 200,S80
K117390,1,36,34.966667,CAT 200,ASAD90
K117400,1,44,54.3,CAT 200,S50
K117410,1,27,50.733333,CAT 200,ASAD170
K117420,0,37,31.333333,CAT 200,S50
K117430,0,36,53.833333,CAT 200,ASAD170
K117440,1,34,15.233333,CAT 200,S80
K117450,1,27,40.833333,CAT 200,ASAD90
K117460,0,32,34.833333,CAT 200,S50
K117470,0,36,54.366667,CAT 200,ASAD170
K117500,0,59,35.9,CAT 200,ASAD170
K117520,0,46,18.3,CAT 200,S50
K117530,0,27,41.4,CAT 200,ASAD170
K117540,1,27,56.033333,CAT 200,ASAD170
K117570,1,58,57.766667,CAT 200,S50
K117590,1,27,48.366667,CAT 200,S80
K117600,1,31,14.866667,CAT 200,S50
K117610,1,51,49.766667,CAT 200,S80
K117620,1,33,27.433333,CAT 200,S80
K117630,1,50,51.333333,CAT 200,S80
K117640,1,43,10.266667,CAT 200,S80
K117650,1,46,50.733333,CAT 200,ASAD170
K117660,0,29,37.366667,CAT 200,S80
K117670,1,37,28.666667,CAT 200,S50
K117680,0,52,51.566667,CAT 200,S80
K117710,1,31,12.966667,CAT 200,S80
K117720,0,37,50.7,CAT 200,S80
K117730,1,47,12.5,CAT 200,S80
K117750,0,49,56.9,CAT 200,ASAD170
K117770,1,34,17.6,CAT 200,S80
K117790,0,29,49.866667,CAT 200,S80
K117800,0,51,34.733333,CAT 200,ASAD170
K117830,0,50,37.933333,CAT 200,ASAD170
K117840,0,31,15.1,CAT 200,S80
K117850,0,33,25.733333,CAT 200,ASAD170
K117860,1,47,33.8,CAT 200,ASAD170
K117870,1,31,44.233333,CAT 200,ASAD170
K117880,0,44,55.566667,CAT 200,S50
K117890,1,39,22.3,CAT 200,S80
K117900,1,33,46.566667,CAT 200,S80
K117920,0,49,28.566667,CAT 200,S50
K117930,0,29,48.866667,CAT 200,S80
K117940,0,30,19.733333,CAT 200,ASAD170
K117950,0,31,55.066667,CAT 200,S50
K117960,1,26,48.166667,CAT 200,S50
K117980,1,39,50.033333,CAT 200,S50
K117990,1,28,48.833333,CAT 200,S80
K118010,1,39,56.466667,CAT 200,ASAD170
K118030,0,29,42.533333,CAT 200,S80
K118040,1,42,44.866667,CAT 200,S80
K118050,1,64,22.2,CAT 200,ASAD170
K118060,1,46,45.866667,CAT 200,ASAD170
K118070,0,51,27.933333,CAT 200,ASAD170
K118110,1,37,56.633333,CAT 200,S50
K118120,0,28,26.466667,CAT 200,ASAD170
K118130,1,30,37.6,CAT 200,S80
K118150,1,41,16.9,CAT 200,ASAD170
K118160,1,26,45.3,CAT 200,S50
K118170,0,28,49.633333,CAT 200,S80
K118180,1,39,26.966667,CAT 200,S50
K118190,0,30,16.5,CAT 200,S80
K118200,1,35,13.3,CAT 200,ASAD170
K118220,1,36,38.4,CAT 200,ASAD170
K118230,0,31,12.8,CAT 200,S80
K118240,0,36,56.966667,CAT 200,S50
K118250,0,30,43.466667,CAT 200,S80
K118270,1,38,41.866667,CAT 200,S80
K118280,1,33,24.166667,CAT 200,S80
K118290,1,29,18.333333,CAT 200,S80
K118300,0,56,18,CAT 200,S50
K118310,1,54,41.733333,CAT 200,S80
K118320,1,51,57.533333,CAT 200,ASAD170
K118330,0,50,36.066667,CAT 200,S80
K118340,0,28,32.4,CAT 200,ASAD170
K118360,0,48,18.1,CAT 200,ASAD170
